# bjd	phase	raw_flux	raw_err	corr_flux	corr_err	dtr_flux	dtr_err
56366.88758121	-0.40167665	1.012114	0.000213	1.032172	0.000242	1.014150	0.000214
56366.92844873	-0.38288639	1.015574	0.000214	1.035941	0.000242	1.017603	0.000214
56366.94888248	-0.37349127	1.015870	0.000214	1.036357	0.000242	1.017893	0.000214
56366.96931634	-0.36409609	1.016436	0.000214	1.036958	0.000243	1.018453	0.000214
56366.98975000	-0.35470101	1.019338	0.000214	1.040240	0.000243	1.021354	0.000214
56367.01018376	-0.34530588	1.016932	0.000214	1.037655	0.000243	1.018937	0.000214
56367.03061751	-0.33591075	1.020568	0.000214	1.041577	0.000243	1.022573	0.000214
56367.05105127	-0.32651562	1.019865	0.000214	1.041003	0.000243	1.021862	0.000214
56367.07148503	-0.31712050	1.018695	0.000214	1.039618	0.000243	1.020683	0.000215
56367.09191879	-0.30772537	1.023553	0.000214	1.045093	0.000243	1.025544	0.000215
56367.11235255	-0.29833024	1.016780	0.000214	1.037451	0.000243	1.018751	0.000215
56367.13278641	-0.28893506	1.020049	0.000214	1.041190	0.000243	1.022020	0.000215
56367.15322007	-0.27953998	1.021499	0.000214	1.042800	0.000243	1.023466	0.000215
56367.17365383	-0.27014485	1.015256	0.000214	1.035844	0.000243	1.017204	0.000215
56367.19408769	-0.26074967	1.020964	0.000215	1.042241	0.000244	1.022917	0.000215
56367.21452135	-0.25135459	1.016546	0.000215	1.037164	0.000244	1.018484	0.000215
56367.23495511	-0.24195946	1.016193	0.000215	1.036999	0.000244	1.018123	0.000215
56367.25538898	-0.23256428	1.019581	0.000215	1.040602	0.000244	1.021511	0.000215
56367.27582274	-0.22316915	1.012192	0.000213	1.032404	0.000242	1.014102	0.000214
56367.29625650	-0.21377402	1.014997	0.000212	1.035559	0.000241	1.016905	0.000212
56367.31669026	-0.20437890	1.013049	0.000210	1.033265	0.000239	1.014947	0.000211
56367.33712402	-0.19498377	1.006696	0.000209	1.026068	0.000237	1.008576	0.000209
56367.35755779	-0.18558863	1.012493	0.000208	1.032697	0.000236	1.014377	0.000208
56367.37799155	-0.17619350	1.004070	0.000206	1.023025	0.000234	1.005932	0.000206
56367.39842532	-0.16679837	1.005992	0.000205	1.025439	0.000232	1.007851	0.000205
56367.41885918	-0.15740320	1.007346	0.000203	1.026848	0.000231	1.009201	0.000203
56367.45972661	-0.13861298	1.006756	0.000200	1.026309	0.000227	1.008598	0.000200
56367.48016047	-0.12921780	1.000434	0.000198	1.018873	0.000225	1.002258	0.000199
56367.50059414	-0.11982272	0.997134	0.000197	1.015244	0.000224	0.998945	0.000197
56367.52102800	-0.11042754	1.002651	0.000195	1.021569	0.000222	1.004466	0.000196
56367.54146177	-0.10103241	0.992579	0.000194	1.009972	0.000220	0.994369	0.000194
56367.56189544	-0.09163732	0.999439	0.000192	1.017860	0.000218	1.001236	0.000193
56367.58232930	-0.08224214	0.993538	0.000191	1.011167	0.000216	0.995318	0.000191
56367.60276307	-0.07284701	0.970002	0.000189	0.984331	0.000215	0.971734	0.000189
56367.62319674	-0.06345192	0.921970	0.000187	0.929854	0.000213	0.923610	0.000188
56367.64363060	-0.05405675	0.831033	0.000186	0.826557	0.000211	0.832507	0.000186
56367.66406427	-0.04466166	0.732380	0.000184	0.714306	0.000209	0.733674	0.000184
56367.68449814	-0.03526648	0.625788	0.000182	0.593416	0.000207	0.626890	0.000183
56367.70493191	-0.02587135	0.516724	0.000181	0.469310	0.000205	0.517631	0.000181
56367.72536568	-0.01647621	0.435892	0.000179	0.377578	0.000203	0.436654	0.000179
56367.74579945	-0.00708108	0.379183	0.000177	0.313135	0.000201	0.379843	0.000178
56367.76623322	0.00231405	0.371489	0.000179	0.304302	0.000203	0.372134	0.000179
56367.78666699	0.01170919	0.411075	0.000181	0.349359	0.000205	0.411786	0.000181
56367.80710076	0.02110432	0.482402	0.000182	0.430475	0.000207	0.483234	0.000183
56367.82753453	0.03049946	0.585516	0.000184	0.547474	0.000209	0.586522	0.000184
56367.84796830	0.03989459	0.691352	0.000186	0.667786	0.000211	0.692535	0.000186
56367.86840207	0.04928972	0.790368	0.000187	0.780316	0.000212	0.791716	0.000187
56367.88883584	0.05868486	0.889382	0.000189	0.892558	0.000214	0.890894	0.000189
56367.90926971	0.06808004	0.953449	0.000190	0.965556	0.000216	0.955063	0.000191
56367.92970348	0.07747517	0.990937	0.000192	1.007993	0.000218	0.992608	0.000192
56367.95013715	0.08687026	0.993639	0.000193	1.011094	0.000220	0.995309	0.000194
56367.97057103	0.09626544	0.992397	0.000195	1.009742	0.000221	0.994059	0.000195
56367.99100480	0.10566058	0.995827	0.000197	1.013481	0.000223	0.997489	0.000197
56368.01143847	0.11505566	0.996205	0.000198	1.014004	0.000225	0.997862	0.000198
56368.03187234	0.12445084	0.996064	0.000200	1.013870	0.000227	0.997714	0.000200
56368.05230612	0.13384598	0.999969	0.000201	1.018204	0.000228	1.001620	0.000201
56368.07273999	0.14324116	0.999901	0.000203	1.018143	0.000230	1.001546	0.000203
56368.09317367	0.15263625	0.999616	0.000204	1.017946	0.000232	1.001255	0.000204
56368.11360744	0.16203139	1.004330	0.000206	1.023045	0.000233	1.005970	0.000206
56368.13404132	0.17142657	1.001253	0.000207	1.019741	0.000235	1.002882	0.000207
56368.15447499	0.18082166	1.004088	0.000208	1.022866	0.000237	1.005716	0.000209
56368.17490877	0.19021680	1.007728	0.000210	1.026922	0.000238	1.009356	0.000210
56368.19534264	0.19961198	1.003305	0.000211	1.022012	0.000240	1.004920	0.000212
56368.21577632	0.20900707	1.012079	0.000213	1.031820	0.000241	1.013702	0.000213
56368.23621009	0.21840220	1.008963	0.000214	1.028362	0.000243	1.010575	0.000214
56368.25664397	0.22779739	1.008542	0.000214	1.027945	0.000243	1.010147	0.000214
56368.27707765	0.23719248	1.016535	0.000214	1.036960	0.000243	1.018147	0.000214
56368.29751153	0.24658766	1.007094	0.000214	1.026178	0.000243	1.008685	0.000214
56368.31794520	0.25598275	1.015007	0.000214	1.035309	0.000243	1.016605	0.000214
56368.33837898	0.26537789	1.013582	0.000214	1.033492	0.000243	1.015172	0.000214
56368.35881286	0.27477308	1.008449	0.000214	1.027755	0.000243	1.010025	0.000214
56368.37924654	0.28416817	1.017614	0.000214	1.038215	0.000243	1.019198	0.000214
56368.39968032	0.29356331	1.007599	0.000214	1.026683	0.000243	1.009162	0.000214
56368.42011420	0.30295849	1.011556	0.000214	1.031373	0.000242	1.013119	0.000214
56368.44054797	0.31235362	1.013000	0.000214	1.032830	0.000242	1.014560	0.000214
56368.46098175	0.32174876	1.004943	0.000214	1.023674	0.000242	1.006485	0.000214
56368.48141553	0.33114390	1.014676	0.000213	1.034786	0.000242	1.016227	0.000214
56368.50184931	0.34053904	1.006110	0.000213	1.024996	0.000242	1.007642	0.000214
56368.52228310	0.34993418	1.005902	0.000213	1.024749	0.000242	1.007428	0.000214
56368.54271688	0.35932932	1.010625	0.000213	1.030336	0.000242	1.012152	0.000214
56368.56315066	0.36872446	1.000880	0.000213	1.019027	0.000242	1.002387	0.000214
56368.58358454	0.37811964	1.007405	0.000213	1.026483	0.000242	1.008916	0.000214
56368.60401822	0.38751473	1.004383	0.000213	1.023138	0.000242	1.005884	0.000214
56368.62445200	0.39690987	1.001372	0.000213	1.019479	0.000242	1.002863	0.000213
56368.64488589	0.40630506	1.008368	0.000213	1.027631	0.000242	1.009863	0.000213
56368.66531957	0.41570015	1.001425	0.000213	1.019602	0.000242	1.002904	0.000213
56368.68575345	0.42509534	1.002439	0.000213	1.020787	0.000242	1.003914	0.000213
56368.70618723	0.43449048	1.000684	0.000213	1.018898	0.000242	1.002151	0.000213
56368.72662092	0.44388557	0.985830	0.000213	1.001918	0.000242	0.987270	0.000213
56368.74705480	0.45328076	0.982199	0.000213	0.997741	0.000242	0.983628	0.000213
56368.76748859	0.46267590	0.968611	0.000213	0.982492	0.000242	0.970015	0.000213
56368.78792227	0.47207099	0.957755	0.000213	0.970096	0.000242	0.959138	0.000213
56368.80835616	0.48146618	0.955600	0.000213	0.967484	0.000242	0.956974	0.000213
56368.82878994	0.49086132	0.944843	0.000213	0.955505	0.000242	0.946197	0.000214
56368.84922383	-0.49974349	0.947079	0.000213	0.957814	0.000242	0.948431	0.000214
56368.86965751	-0.49034840	0.952831	0.000213	0.964440	0.000242	0.954185	0.000214
56368.89009130	-0.48095326	0.954144	0.000213	0.965970	0.000242	0.955496	0.000214
56368.91052519	-0.47155807	0.971018	0.000213	0.985035	0.000242	0.972388	0.000214
56368.93095887	-0.46216297	0.978292	0.000214	0.993375	0.000242	0.979667	0.000214
56368.95139266	-0.45276783	0.987593	0.000214	1.003933	0.000242	0.988976	0.000214
56368.97182645	-0.44337269	1.001678	0.000214	1.019874	0.000242	1.003075	0.000214
56368.99226023	-0.43397755	1.003277	0.000214	1.021746	0.000243	1.004671	0.000214
56369.01269402	-0.42458241	1.013025	0.000214	1.032862	0.000243	1.014427	0.000214
56369.03312781	-0.41518726	1.013246	0.000214	1.033000	0.000243	1.014643	0.000214
56369.05356160	-0.40579212	1.010440	0.000214	1.029958	0.000243	1.011827	0.000214
56369.07399549	-0.39639693	1.017148	0.000214	1.037383	0.000243	1.018539	0.000214
56369.09442918	-0.38700184	1.012887	0.000214	1.032637	0.000243	1.014267	0.000214
56369.11486297	-0.37760669	1.014340	0.000214	1.034373	0.000243	1.015716	0.000214
56369.13529686	-0.36821150	1.018102	0.000214	1.038448	0.000243	1.019478	0.000214
56369.15573065	-0.35881636	1.013623	0.000214	1.033525	0.000243	1.014988	0.000215
56369.17616434	-0.34942126	1.016752	0.000214	1.037023	0.000243	1.018116	0.000215
56369.19659823	-0.34002608	1.018742	0.000214	1.039265	0.000243	1.020103	0.000215
56369.21703202	-0.33063093	1.014876	0.000214	1.034947	0.000243	1.016226	0.000215
56369.23746591	-0.32123574	1.019695	0.000214	1.040424	0.000243	1.021046	0.000215
56369.25789960	-0.31184065	1.019327	0.000214	1.039850	0.000243	1.020672	0.000215
56369.27833339	-0.30244550	1.017364	0.000214	1.037765	0.000243	1.018702	0.000215
56369.29876729	-0.29305031	1.022974	0.000214	1.044006	0.000243	1.024314	0.000215
56369.31920098	-0.28365521	1.016038	0.000214	1.036104	0.000243	1.017363	0.000215
56369.33963477	-0.27426007	1.019979	0.000214	1.040802	0.000243	1.021304	0.000214
56369.36006866	-0.26486488	1.019607	0.000214	1.040135	0.000243	1.020926	0.000214
56369.38050236	-0.25546978	1.011950	0.000214	1.031562	0.000243	1.013254	0.000214
56369.40093615	-0.24607464	1.020456	0.000214	1.041232	0.000243	1.021766	0.000214
56369.42137005	-0.23667944	1.013877	0.000214	1.033619	0.000243	1.015173	0.000214
56369.44180374	-0.22728435	1.014220	0.000214	1.034110	0.000243	1.015511	0.000214
56369.46223763	-0.21788916	1.018103	0.000214	1.038535	0.000243	1.019394	0.000214
56369.48267143	-0.20849401	1.008330	0.000214	1.027352	0.000243	1.009603	0.000214
56369.50310513	-0.19909891	1.016749	0.000214	1.037016	0.000243	1.018028	0.000214
56369.52353902	-0.18970372	1.008954	0.000214	1.028207	0.000243	1.010218	0.000214
56369.54397282	-0.18030857	1.004952	0.000214	1.023494	0.000243	1.006206	0.000214
56369.56440651	-0.17091348	1.011694	0.000214	1.031390	0.000243	1.012951	0.000214
56369.58484041	-0.16151828	0.999699	0.000214	1.017540	0.000243	1.000936	0.000214
56369.60527421	-0.15212313	1.005577	0.000214	1.024305	0.000243	1.006816	0.000214
56369.62570800	-0.14272799	1.003012	0.000214	1.021427	0.000243	1.004243	0.000214
56369.64614180	-0.13333284	0.998087	0.000214	1.015732	0.000242	0.999307	0.000214
56369.66657560	-0.12393770	1.005279	0.000214	1.023987	0.000242	1.006503	0.000214
56369.68700940	-0.11454255	0.994863	0.000214	1.012268	0.000242	0.996069	0.000214
56369.70744319	-0.10514741	0.997598	0.000213	1.015230	0.000242	0.998803	0.000214
56369.72787699	-0.09575226	0.998496	0.000213	1.016265	0.000242	0.999697	0.000214
56369.74831079	-0.08635711	0.989840	0.000213	1.006521	0.000242	0.991026	0.000214
56369.76874459	-0.07696196	0.984915	0.000213	1.000749	0.000242	0.986090	0.000214
56369.78917839	-0.06756682	0.943511	0.000213	0.953940	0.000242	0.944632	0.000214
56369.80961229	-0.05817162	0.871271	0.000213	0.871731	0.000242	0.872301	0.000214
56369.83004599	-0.04877652	0.780140	0.000213	0.768227	0.000242	0.781059	0.000214
56369.85047989	-0.03938133	0.669907	0.000213	0.643106	0.000242	0.670693	0.000214
56369.87091369	-0.02998618	0.564736	0.000213	0.523436	0.000242	0.565396	0.000214
56369.91178129	-0.01119589	0.397589	0.000213	0.333716	0.000242	0.398050	0.000214
56369.93221510	-0.00180073	0.369479	0.000213	0.301739	0.000242	0.369905	0.000214
56369.95264880	0.00759437	0.388402	0.000213	0.323204	0.000242	0.388848	0.000214
56369.97308270	0.01698956	0.446450	0.000213	0.389296	0.000242	0.446961	0.000214
56369.99351650	0.02638471	0.539221	0.000213	0.494499	0.000242	0.539835	0.000214
56370.01395041	0.03577991	0.643872	0.000213	0.613618	0.000242	0.644603	0.000214
56370.03438411	0.04517501	0.750736	0.000213	0.734911	0.000242	0.751584	0.000214
56370.05481791	0.05457016	0.852587	0.000213	0.850564	0.000242	0.853546	0.000214
56370.07525182	0.06396535	0.925061	0.000213	0.933074	0.000242	0.926097	0.000214
56370.09568552	0.07336046	0.982885	0.000213	0.998608	0.000242	0.983981	0.000214
56370.11611932	0.08275560	0.993645	0.000213	1.010955	0.000242	0.994749	0.000214
56370.13655323	0.09215080	0.991032	0.000213	1.008052	0.000242	0.992128	0.000214
56370.15698693	0.10154590	0.998811	0.000213	1.016811	0.000242	0.999910	0.000214
56370.17742074	0.11094106	0.990811	0.000213	1.007770	0.000242	0.991897	0.000214
56370.19785465	0.12033625	0.997008	0.000213	1.014892	0.000242	0.998096	0.000214
56370.21828845	0.12973140	0.998770	0.000213	1.016757	0.000242	0.999855	0.000214
56370.23872226	0.13912655	0.993483	0.000214	1.010833	0.000242	0.994558	0.000214
56370.25915596	0.14852165	1.004154	0.000214	1.023034	0.000242	1.005236	0.000214
56370.27958987	0.15791685	0.998213	0.000214	1.016097	0.000242	0.999284	0.000214
56370.30002368	0.16731200	1.001609	0.000214	1.020197	0.000242	1.002679	0.000214
56370.32045749	0.17670716	1.008436	0.000214	1.027818	0.000243	1.009508	0.000214
56370.34089119	0.18610226	1.000443	0.000214	1.018702	0.000242	1.001502	0.000214
56370.36132510	0.19549746	1.008992	0.000214	1.028597	0.000243	1.010056	0.000214
56370.38175891	0.20489261	1.007432	0.000214	1.026633	0.000243	1.008489	0.000214
56370.40219272	0.21428776	1.005698	0.000214	1.024736	0.000243	1.006749	0.000214
56370.42262653	0.22368291	1.013738	0.000214	1.033908	0.000243	1.014793	0.000214
56370.44306034	0.23307806	1.008154	0.000214	1.027525	0.000243	1.009198	0.000214
56370.46349425	0.24247326	1.012728	0.000214	1.032728	0.000243	1.013773	0.000214
56370.48392796	0.25186837	1.015098	0.000214	1.035453	0.000243	1.016140	0.000214
56370.50436177	0.26126352	1.008400	0.000214	1.027730	0.000243	1.009431	0.000214
56370.52479568	0.27065872	1.014478	0.000214	1.034751	0.000243	1.015511	0.000214
56370.54522939	0.28005383	1.011762	0.000214	1.031633	0.000243	1.012787	0.000214
56370.56566330	0.28944902	1.009254	0.000214	1.028608	0.000243	1.010272	0.000214
56370.58609711	0.29884418	1.015118	0.000214	1.035490	0.000243	1.016138	0.000214
